Entry ID,Recommended Enzyme Name,Reaction ID,Enzymatic Activity,EC Number,Gene,Organism,Strain/Tissue,Reaction,Cofactor,Cofactor Concentration,Substrate,Value Type,Value,Deviation,Units,Structure,Regulation,Regulation Mechanism,pH,Temp (›C),Buffer/Media,Uniprot,References,Data Point,Notes
349,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
350,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
351,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
352,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),1.21,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
353,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),4.8,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
354,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102C,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.253,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S64,
355,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
356,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
357,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
358,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),4.62,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
359,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),37.4,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
360,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitY102H,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.124,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S65,
361,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
362,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
363,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
364,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),4.93,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
365,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),76,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
366,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitN104S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.065,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S66,
367,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
368,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
369,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
370,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.2,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
371,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),200,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
372,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS6P,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.031,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S67,
373,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
374,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
375,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
376,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.55,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
377,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),124,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
378,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP21S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.053,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S68,
379,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
380,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
381,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
382,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.49,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
383,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),132,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
384,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitT24M,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.049,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S69,
385,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
386,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
387,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
388,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.12,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
389,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),157,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
390,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP28S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.039,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S70,
391,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
392,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
393,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
394,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.17,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
395,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),148,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
396,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitS33L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.035,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S71,
397,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
398,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
399,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
400,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.09,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
401,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),165,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
402,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitG44S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.037,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S72,
403,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
404,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
405,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
406,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.07,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
407,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),178,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
408,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46N,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.034,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S73,
409,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
410,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
411,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
412,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),5.8,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
413,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),193,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
414,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitD46G,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.03,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S74,
415,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
416,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
417,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
418,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6.05,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
419,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),148,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
420,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.041,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S75,
421,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,L-Serine,concentration (B),40,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
422,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,Enzyme,concentration (E),,,,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
423,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
424,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,,kcat (kcat),6,,s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
425,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,kcat/Km (kcat_Km),102,,mM^(-1)*s^(-1),((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
426,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP78L,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,Km (Km),0.059,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S76,
427,tryptophan synthase,,,4.2.1.20,,Escherichia coli,mutantalphasubunitP98S,L-Serine + (3-Indolyl)-glycerol phosphate = D-Glyceraldehyde 3-phosphate + L-Tryptophan + H2O,,,(3-Indolyl)-glycerol phosphate,concentration (A),Start: 0.05; End: 0.2,,mM,((P0A877)*2(P0A879)*2);,,,,,,"P0A877, P0A879",RF2,S77,
